DQ666175|S000712649	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas
DQ677835|S000712862	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
DQ677836|S000712863	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
EF457296|S000834721	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp12
EF457297|S000834722	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457298|S000834723	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp20
EF457299|S000834724	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp12
EF457300|S000834725	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457301|S000834726	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457302|S000834727	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457303|S000834728	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457304|S000834729	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457305|S000834730	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457306|S000834731	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457307|S000834732	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457308|S000834733	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457309|S000834734	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp9
EF457310|S000834735	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp12
EF457311|S000834736	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457312|S000834737	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp12
EF457313|S000834738	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp12
EF457314|S000834739	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457315|S000834740	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp20
EF457316|S000834741	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp9
EF457317|S000834742	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457318|S000834743	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457319|S000834744	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp12
EF457320|S000834745	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457321|S000834746	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457322|S000834747	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457323|S000834748	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
EF457324|S000834749	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp12
EF457325|S000834750	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp5
EF457326|S000834751	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
EF457327|S000834752	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457328|S000834753	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457329|S000834754	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457330|S000834755	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp24
EF457331|S000834756	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457332|S000834757	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457333|S000834758	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp24
EF457334|S000834759	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457335|S000834760	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457336|S000834761	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457337|S000834762	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457338|S000834763	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp24
EF457339|S000834764	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
EF457340|S000834765	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457341|S000834766	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457342|S000834767	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457343|S000834768	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457344|S000834769	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457345|S000834770	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457346|S000834771	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457347|S000834772	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp14
EF457348|S000834773	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457349|S000834774	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457350|S000834775	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457351|S000834776	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457352|S000834777	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457353|S000834778	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457354|S000834779	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457355|S000834780	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457356|S000834781	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457357|S000834782	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457358|S000834783	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp5
EF457359|S000834784	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457360|S000834785	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457361|S000834786	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp24
EF457362|S000834787	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457363|S000834788	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457364|S000834789	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457365|S000834790	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457366|S000834791	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp14
EF457367|S000834792	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp14
EF457368|S000834793	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457369|S000834794	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp19
EF457370|S000834795	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
EF457371|S000834796	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457372|S000834797	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp14
EF457373|S000834798	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp14
EF457374|S000834799	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp14
EF457375|S000834800	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457376|S000834801	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp5
EF457377|S000834802	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457378|S000834803	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457379|S000834804	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457380|S000834805	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457381|S000834806	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457382|S000834807	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457383|S000834808	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp5
EF457384|S000834809	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457385|S000834810	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457386|S000834811	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457387|S000834812	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457388|S000834813	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457389|S000834814	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457390|S000834815	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457391|S000834816	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457392|S000834817	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457393|S000834818	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457394|S000834819	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457395|S000834820	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp11
EF457396|S000834821	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457397|S000834822	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457398|S000834823	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457399|S000834824	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457400|S000834825	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457401|S000834826	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457402|S000834827	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457403|S000834828	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457404|S000834829	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457405|S000834830	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457406|S000834831	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457407|S000834832	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457408|S000834833	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457409|S000834834	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp5
EF457410|S000834835	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457411|S000834836	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457412|S000834837	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457413|S000834838	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457414|S000834839	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457415|S000834840	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457416|S000834841	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457417|S000834842	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457418|S000834843	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457419|S000834844	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457420|S000834845	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp12
EF457421|S000834846	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457422|S000834847	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457423|S000834848	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457424|S000834849	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp9
EF457425|S000834850	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457426|S000834851	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457427|S000834852	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457428|S000834853	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457429|S000834854	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457430|S000834855	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
EF457431|S000834856	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457432|S000834857	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457433|S000834858	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457434|S000834859	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457435|S000834860	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457436|S000834861	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457438|S000834863	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457439|S000834864	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457440|S000834865	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457441|S000834866	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp11
EF457442|S000834867	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457443|S000834868	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457444|S000834869	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457445|S000834870	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457446|S000834871	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457447|S000834872	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457448|S000834873	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457449|S000834874	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457450|S000834875	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457451|S000834876	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
EF457452|S000834877	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp19
EF457453|S000834878	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457454|S000834879	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457455|S000834880	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457456|S000834881	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457458|S000834883	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp11
EF457459|S000834884	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457460|S000834885	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457461|S000834886	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457462|S000834887	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457463|S000834888	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457464|S000834889	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457465|S000834890	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457466|S000834891	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457467|S000834892	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457468|S000834893	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457469|S000834894	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp20
EF457470|S000834895	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457471|S000834896	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp20
EF457472|S000834897	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457473|S000834898	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457474|S000834899	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
EF457475|S000834900	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457476|S000834901	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457477|S000834902	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457478|S000834903	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp9
EF457479|S000834904	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457480|S000834905	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457481|S000834906	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457482|S000834907	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457483|S000834908	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp15
EF457484|S000834909	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457485|S000834910	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457486|S000834911	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
EF457487|S000834912	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
EF457488|S000834913	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457489|S000834914	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
EF457490|S000834915	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
EF457491|S000834916	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
EF457492|S000834917	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
EF457493|S000834918	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457494|S000834919	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp17
EF457495|S000834920	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp11
EF457496|S000834921	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
